recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-61FA3E5B7D0B,UPL-CE02A6AB5E49:S094,1,B-R,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG who are already taking daily aspirin preoperatively, it is recommended that they continue taking aspirin until the time of surgery to reduce ischemic events",undergoing,,,,,,,,,,reduce ischemic events,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.51 line-table COR 1 LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-r; population-extracted; source-locator,population:undergoing; outcome:reduce ischemic events,undergoing,undergoing,,,,,,,,population:undergoing [eq],is recommended,,,reduce ischemic events
GR-64EBA066B10C,UPL-CE02A6AB5E49:S059,1,A,guideline_acc_aha_scai,Acute Coronary Syndromes,"In patients with ACS undergoing PCI, a radial approach is indicated in preference to a femoral approach to reduce the risk of death, vascular complications, or bleeding",ACS undergoing,,,,,,,,,"a femoral approach to reduce the risk of death, vascular complications, or bleeding","reduce the risk of death, vascular complications, or bleeding",,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.35 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.86,recommendation-language; cor:1; loe:a; population-extracted; source-locator; clinical-entities,"population:ACS undergoing; comparator:a femoral approach to reduce the risk of death, vascular complications, or bleeding; outcome:reduce the risk of death, vascular complications, or bleeding",ACS undergoing,ACS undergoing,,,,,,,,population:ACS undergoing [eq],is indicated,,,"reduce the risk of death, vascular complications, or bleeding"
GR-6730604E4F7C,UPL-CE02A6AB5E49:S071,1,A,guideline_acc_aha_scai,PCI Strategy,"In patients who develop clinical in-stent restenosis (ISR) for whom repeat PCI is planned, a DES should be used to improve outcomes if anatomic factors are appropriate and the patient is able to comply with DAPT",develop clinical in-stent restenosis (ISR) for whom repeat,,,,,,,,,,improve outcomes if anatomic factors are appropriate and the patient is able to comply with DAPT,repeat PCI is planned,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.39 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.86,recommendation-language; cor:1; loe:a; population-extracted; source-locator; clinical-entities,population:develop clinical in-stent restenosis (ISR) for whom repeat; outcome:improve outcomes if anatomic factors are appropriate and the patient is able to comply with DAPT; condition:repeat PCI is planned,develop clinical in-stent restenosis (ISR) for whom repeat; repeat PCI is planned,develop clinical in-stent restenosis (ISR) for whom repeat,,,,,,,repeat PCI is planned,population:develop clinical in-stent restenosis (ISR) for whom repeat [eq] | condition:repeat PCI is planned [contains],,repeat PCI is planned,,improve outcomes if anatomic factors are appropriate and the patient is able to comply with DAPT
GR-6761386E8084,UPL-CE02A6AB5E49:S048,1,B-NR,guideline_acc_aha_scai,General Coronary Revascularization,"In older adults, as in all patients, the treatment strategy for CAD should be based on an individual patient’s preferences, cognitive function, and life expectancy",,CAD,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.30 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.74,recommendation-language; cor:1; loe:b-nr; source-locator,"statement:In older adults, as in all patients, the treatment strategy for CAD should be based on an individual patient’s preferenc",,,,CAD,,,,,,disease:CAD [eq],,,,
GR-687CEE8F835C,UPL-CE02A6AB5E49:S113,1,B-NR,guideline_acc_aha_scai,PCI Strategy,"With the goal of improving patient outcomes, it is recommended that cardiac surgery and PCI programs participate in state, regional, or national clinical data registries and receive periodic reports of their risk-adjusted outcomes as a quality assessment and improvement strategy",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.59 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.74,recommendation-language; cor:1; loe:b-nr; source-locator,"statement:With the goal of improving patient outcomes, it is recommended that cardiac surgery and PCI programs participate in stat",,,,,,,,,,,is recommended,,,
GR-6B20619D8625,UPL-CE02A6AB5E49:S171,,,guideline_acc_aha_scai,Heart Team,"The Heart Team process should rest on the principles of collegiality, mutual respect, and commitment to excellence",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.12 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The Heart Team process should rest on the principles of collegiality, mutual respect, and commitment to excellence",,,,,,,,,,,,,,
GR-6DCAA99884EC,UPL-CE02A6AB5E49:S095,1,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients referred for urgent CABG, clopidogrel and ticagrelor should be discontinued for at least 24 hours before surgery to reduce major bleeding complications",referred for urgent,,,,,,,,,,reduce major bleeding complications,,,urgent,urgent,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.51 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.9,recommendation-language; cor:1; loe:b-nr; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:referred for urgent; outcome:reduce major bleeding complications; temporal_qualifier:urgent,referred for urgent,referred for urgent,,,,,,,,population:referred for urgent [eq],,urgent,,reduce major bleeding complications
GR-703D2CB156A2,UPL-CE02A6AB5E49:S156,,,guideline_acc_aha_scai,General Coronary Revascularization,Patients and caregivers should receive a comprehensive plan of care and educational materials during the hospital stay that support adherence to evidence-based therapies,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.57 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Patients and caregivers should receive a comprehensive plan of care and educational materials during the hospital stay t,,,,,,,,,,,,,,
GR-707629F4D9B6,UPL-CE02A6AB5E49:S068,2A,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients with previous CABG, if PCI of a diseased native coronary artery is feasible, then it is reasonable to choose PCI of the native coronary artery over PCI of the severely diseased SVG",previous,,,severe,,,,,,PCI of the severely diseased SVG,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.38 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-nr; population-extracted; source-locator,population:previous; comparator:PCI of the severely diseased SVG,previous,previous,,,,,,,,population:previous [eq],is reasonable,,,
GR-72B790F99DB1,UPL-CE02A6AB5E49:S145,,,guideline_acc_aha_scai,Left Main Disease,"Thus, decisions about revascularization should involve consideration of factors that may favor repeat CABG, such as the availability of an IMA for LAD grafting, ability to provide left main revascularization, recurrent restenosis of stents, or high-complexity PCI, in such patients",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.29 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Thus, decisions about revascularization should involve consideration of factors that may favor repeat CABG, such as the",,,,,,,,,,,,,,
GR-73326A1830F0,UPL-CE02A6AB5E49:S035,1,A,guideline_acc_aha_scai,Revascularization Strategy,"In patients with refractory angina despite medical therapy and with significant coronary artery stenoses amenable to revascularization, revascularization is recommended to improve symptoms",refractory angina despite medical therapy and,angina,refractory angina,significant,,,,,revascularization,,improve symptoms,despite medical therapy and with significant coronary artery stenoses amenable to,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.27 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.94,recommendation-language; cor:1; loe:a; population-extracted; intervention-extracted; source-locator; clinical-entities,population:refractory angina despite medical therapy and; intervention:revascularization; outcome:improve symptoms; condition:despite medical therapy and with significant coronary artery stenoses amenable to,refractory angina despite medical therapy and; despite medical therapy and with significant coronary artery stenoses amenable to,refractory angina despite medical therapy and,refractory angina,angina,,,,,despite medical therapy and with significant coronary artery stenoses amenable to,population:refractory angina despite medical therapy and [eq] | clinical_state:refractory angina [eq] | disease:angina [eq] | condition:despite medical therapy and with significant coronary artery stenoses amenable to [contains],revascularization is recommended,despite medical therapy and with significant coronary artery stenoses amenable to,,improve symptoms
GR-73B88B8C2119,UPL-CE02A6AB5E49:S014,2A,C-EO,guideline_acc_aha_scai,STEMI,"In patients with STEMI complicated by ongoing ischemia, acute severe heart failure, or lifethreatening arrhythmia, PCI can be beneficial to improve clinical outcomes, irrespective of time delay from MI onset",STEMI complicated by ongoing ischemia,STEMI,ongoing ischemia,severe,,MI onset,,,PCI,,"improve clinical outcomes, irrespective of time delay from MI onset",,,acute,acute,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 line-table COR 2A LOE C-EO,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-c",0.98,recommendation-language; cor:2a; loe:c-eo; population-extracted; intervention-extracted; source-locator; temporal-qualifiers; clinical-entities,"population:STEMI complicated by ongoing ischemia; intervention:PCI; outcome:improve clinical outcomes, irrespective of time delay from MI onset; temporal_qualifier:acute",STEMI complicated by ongoing ischemia,STEMI complicated by ongoing ischemia,ongoing ischemia,STEMI,,MI onset,,,,population:STEMI complicated by ongoing ischemia [eq] | clinical_state:ongoing ischemia [eq] | disease:STEMI [eq] | event_anchor:MI onset [eq],PCI,acute,,"improve clinical outcomes, irrespective of time delay from MI onset"
GR-73C3797F7458,UPL-CE02A6AB5E49:S142,,,guideline_acc_aha_scai,Heart Team,"In making the decision about the need for and mode of revascularization the Heart Team should consider the suitability of the non-culprit artery for PCI, the coronary complexity and the risk of revascularization, the extent of myocardium at risk, and patient comorbidities, including life expectancy or other significant patient comorbidities, such as chronic renal insufficiency or acute kidney injury",,,,significant,,,,,,,,,,acute,chronic; acute,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.20 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:chronic; temporal_qualifier:acute,,,,,,,,,,,,chronic; acute,,
GR-74EC67AC9F5F,UPL-CE02A6AB5E49:S149,,,guideline_acc_aha_scai,General Coronary Revascularization,Registry and case series data have demonstrated that IVUS and OCT can be useful for evaluating the mechanisms of stent restenosis and stent thrombosis,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.37 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Registry and case series data have demonstrated that IVUS and OCT can be useful for evaluating the mechanisms of stent r,,,,,,,,,,,,,,
GR-77FDCC58A57A,UPL-CE02A6AB5E49:S141,,,guideline_acc_aha_scai,STEMI,Culprit vessel–only primary PCI is recommended as the primary PCI strategy in most patients with STEMI complicated by cardiogenic shock who have multivessel disease,,STEMI,cardiogenic shock,multivessel,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.19 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Culprit vessel–only primary PCI is recommended as the primary PCI strategy in most patients with STEMI complicated by ca,,,cardiogenic shock,STEMI,,,,,,clinical_state:cardiogenic shock [eq] | disease:STEMI [eq],is recommended,,,
GR-789EAFF0FC06,UPL-CE02A6AB5E49:S127,,,guideline_acc_aha_scai,General Coronary Revascularization,Staged percutaneous intervention (while in hospital or after discharge) of a significantly stenosed nonculprit artery in patients presenting with an ST-segment–elevation myocardial infarction is recommended in select patients to improve outcomes,,,,significant,,,,,,,improve outcomes,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.4 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,outcome:improve outcomes,,,,,,,,,,,is recommended,,,improve outcomes
GR-78E8E96BF7F0,UPL-CE02A6AB5E49:S020,3: HARM,B-R,guideline_acc_aha_scai,STEMI,"In patients with STEMI complicated by cardiogenic shock, routine PCI of a non-infarct artery at the time of primary PCI should not be performed because of the higher risk of death or renal failure",STEMI complicated by cardiogenic shock,STEMI,cardiogenic shock,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.18 line-table COR 3: HARM LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.82,recommendation-language; cor:3: harm; loe:b-r; population-extracted; source-locator,population:STEMI complicated by cardiogenic shock,STEMI complicated by cardiogenic shock,STEMI complicated by cardiogenic shock,cardiogenic shock,STEMI,,,,,,population:STEMI complicated by cardiogenic shock [eq] | clinical_state:cardiogenic shock [eq] | disease:STEMI [eq],should not be performed,,,
